nombre,Latitud,Longitud,coordenadas
GUADALUPE VICTORIA (VILLAFLORES),16.34889,-93.13889,"16.34889,-93.13889"
VILLA HIDALGO (VILLAFLORES),16.30388889,-93.15416667,"16.30388889,-93.15416667"
CUAUHTEMOC (VILLAFLORES),16.31277778,-93.20972222,"16.31277778,-93.20972222"
BENITO JUAREZ (VILLAFLORES),16.42638889,-93.32,"16.42638889,-93.32"
FRANCISCO VILLA (VILLAFLORES),16.2125,-93.33638889,"16.2125,-93.33638889"
TENOCHTITLAN,16.45611111,-93.36166667,"16.45611111,-93.36166667"
HERIBERTO JARA,16.19777778,-93.43861111,"16.19777778,-93.43861111"
AGRONOMOS MEXICANOS,16.35,-93.53,"16.35,-93.53"
LOS ANGELES (VILLAFLORES),16.26916667,-93.63861111,"16.26916667,-93.63861111"
AMADO NERVO (YAJALON),17.22916667,-92.24444444,"17.22916667,-92.24444444"
LAZARO CARDENAS (YAJALON),17.19788306,-92.38106722,"17.19788306,-92.38106722"
SAN LUCAS (SAN LUCAS),16.61166667,-92.71805556,"16.61166667,-92.71805556"
SEQUEDAD,22.43777778,-100.5613889,"22.43777778,-100.5613889"
ZINACANTAN,16.75972222,-92.72222222,"16.75972222,-92.72222222"
PASTE,16.70722222,-92.74083333,"16.70722222,-92.74083333"
ZEQUENTIC,16.71694444,-92.82666667,"16.71694444,-92.82666667"
SAN JUAN CANCUC,16.89166667,-92.37083333,"16.89166667,-92.37083333"
EL POZO (SAN JUAN CANCUC),16.92034083,-92.41165889,"16.92034083,-92.41165889"
NICHTEEL,16.94805556,-92.42861111,"16.94805556,-92.42861111"
FLOR DE CACAO,16.12888889,-90.45111111,"16.12888889,-90.45111111"
MONTECRISTO,15.6925,-92.61944444,"15.6925,-92.61944444"
PUEBLITO DE ALLENDE,26.98777778,-105.3252778,"26.98777778,-105.3252778"
EL PORVENIR (BACHINIVA),28.85583333,-107.1286111,"28.85583333,-107.1286111"
SAN PEDRO PETLACOTLA,20.40805556,-97.91555556,"20.40805556,-97.91555556"
EL ZACATAL (TLACUILOTEPEC),20.36972222,-97.98138889,"20.36972222,-97.98138889"
TLACHICHUCA,19.19618667,-97.4385775,"19.19618667,-97.4385775"
PUERTO RICO (MONTECRISTO DE GUERRERO),15.66416667,-92.71222222,"15.66416667,-92.71222222"
SAN ANDRES DURAZNAL,17.12861111,-92.80333333,"17.12861111,-92.80333333"
SANTIAGO EL PINAR,16.93972222,-92.71444444,"16.93972222,-92.71444444"
CAPITAN LUIS A. VIDAL,15.60083333,-92.62888889,"15.60083333,-92.62888889"
RINCON CHAMULA,17.20694444,-92.93861111,"17.20694444,-92.93861111"
JERICO (PORVENIR JERICO),16.28833333,-92.96222222,"16.28833333,-92.96222222"
EL PARRAL,16.36611111,-93.00638889,"16.36611111,-93.00638889"
NUEVO VICENTE GUERRERO (EL CHICHONAL),16.48527778,-92.87138889,"16.48527778,-92.87138889"
20 DE NOVIEMBRE (ACALA),16.53833333,-92.89694444,"16.53833333,-92.89694444"
RAFAEL CAL Y MAYOR,16.96194444,-94.01555556,"16.96194444,-94.01555556"
EL PUEBLITO (ALDAMA),29.09972222,-105.1113889,"29.09972222,-105.1113889"
PLAN DE AYALA (ALLENDE),27.31300556,-105.192655,"27.31300556,-105.192655"
RANCHO COLORADO,28.84138889,-107.3369444,"28.84138889,-107.3369444"
BAQUIRIACHI,26.95583333,-106.6202778,"26.95583333,-106.6202778"
GENERAL CARLOS PACHECO (EL TERRERO),27.01694444,-106.345,"27.01694444,-106.345"
LUIS ESPINOZA (ACAPETAHUA),15.18888889,-92.69138889,"15.18888889,-92.69138889"
EJIDO GUAJOLOTES,26.40222222,-106.4925,"26.40222222,-106.4925"
EJIDO GUAZARACHI (RANCHERIA GUAZARACHI),26.98861111,-106.7127778,"26.98861111,-106.7127778"
LA MAGDALENA (BALLEZA),26.86944444,-106.3225,"26.86944444,-106.3225"
TECORICHI,26.74569917,-106.7275731,"26.74569917,-106.7275731"
EL VERGEL (EJIDO EL VERGEL),26.47416667,-106.3883333,"26.47416667,-106.3883333"
POLANCO (RANCHERIA MINERAL POLANCO),26.83361111,-107.6358333,"26.83361111,-107.6358333"
MESA YERBABUENA (LA YERBABUENA),27.10611111,-107.6647222,"27.10611111,-107.6647222"
YOQUIVO,27.02138889,-107.5347222,"27.02138889,-107.5347222"
SAN JOSE DE GUACAYVO,27.74416667,-107.8158333,"27.74416667,-107.8158333"
SAN LUIS DE MAJIMACHI,27.59297444,-107.7935356,"27.59297444,-107.7935356"
OJACHICHI,27.79325194,-107.2804789,"27.79325194,-107.2804789"
BACABUREACHI,27.795,-107.1197222,"27.795,-107.1197222"
NARARACHI,27.58450278,-107.1132572,"27.58450278,-107.1132572"
OJOS AZULES (LA MAQUINA),28.02222222,-106.9575,"28.02222222,-106.9575"
SAN JOSE BAQUEACHI,27.64361111,-106.9897222,"27.64361111,-106.9897222"
JUAN MATA ORTIZ (PEARSON),30.18111111,-108.0227778,"30.18111111,-108.0227778"
ITURRALDE (EL ORIENTE),26.80083333,-105.1352778,"26.80083333,-105.1352778"
LA QUEMADA,28.84638889,-107.0208333,"28.84638889,-107.0208333"
RANCHO DE GONZALEZ,28.1625,-106.9947222,"28.1625,-106.9947222"
EL CHARCO,28.41861111,-106.1602778,"28.41861111,-106.1602778"
COLONIA NUEVAS DELICIAS,29.07277778,-106.2513889,"29.07277778,-106.2513889"
BENJAMIN M. CHAPARRO (SANTA ANA),27.63611111,-108.5308333,"27.63611111,-108.5308333"
LAS CHINACAS,27.24277778,-108.6472222,"27.24277778,-108.6472222"
GOROGACHI,27.27222222,-108.5344444,"27.27222222,-108.5344444"
GUADALUPE VICTORIA (CHINIPAS),27.52805556,-108.4891667,"27.52805556,-108.4891667"
SAN RAFAEL DE ORIVO,27.63102528,-108.36188,"27.63102528,-108.36188"
TUTUACA (SANTA BARBARA DE TUTUACA),28.02861111,-106.5366667,"28.02861111,-106.5366667"
NUEVO PALOMAS,28.37055556,-106.255,"28.37055556,-106.255"
TRES OJITOS,28.32361111,-106.6563889,"28.32361111,-106.6563889"
BASIHUARE,27.46805556,-107.4888889,"27.46805556,-107.4888889"
CABORACHI,26.82888889,-106.9519444,"26.82888889,-106.9519444"
CIENEGA DE NOROGACHI (LA CIENEGA),27.21048833,-107.0476764,"27.21048833,-107.0476764"
RANCHERIA CIENEGA PRIETA,26.70583333,-107.25,"26.70583333,-107.25"
GUAHUACHIQUE,27.38694444,-107.6838889,"27.38694444,-107.6838889"
ROCHEACHI,27.06027778,-107.1738889,"27.06027778,-107.1738889"
SANTA ANITA,26.83493694,-107.4426681,"26.83493694,-107.4426681"
TATAHUICHI,27.26798472,-107.3099047,"27.26798472,-107.3099047"
SAMACHIQUE,27.30138889,-107.5402778,"27.30138889,-107.5402778"
NOROGACHI,27.27305556,-107.1319444,"27.27305556,-107.1319444"
SAN GREGORIO (HUIXTAN),16.6875,-92.38889,"16.6875,-92.38889"
ADOLFO LOPEZ MATEOS (HUIXTAN),16.75138889,-92.415,"16.75138889,-92.415"
SAN JOSE BELEN,16.24528,-91.67111,"16.24528,-91.67111"
EL TRIUNFO (LA INDEPENDENCIA),16.2025,-91.86,"16.2025,-91.86"
TONACHI,27.41631194,-107.7038053,"27.41631194,-107.7038053"
HUICHAGOACHI,27.50770028,-107.5554731,"27.50770028,-107.5554731"
ABOREACHI,27.118284,-107.377319,"27.118284,-107.377319"
LLANO BLANCO,26.035,-106.8813889,"26.035,-106.8813889"
LLANO GRANDE (GUADALUPE Y CALVO),26.27661722,-107.1059742,"26.27661722,-107.1059742"
MESA DE SAN RAFAEL,25.78222222,-106.6558333,"25.78222222,-106.6558333"
SAN PEDRO DE CHINATU (RANCHERIA SAN PEDRO),26.18555556,-106.6211111,"26.18555556,-106.6211111"
SANTA ROSALIA DE CARRIZAL,25.74583333,-107.0138889,"25.74583333,-107.0138889"
SANTO DOMINGO (GUADALUPE Y CALVO),26.07305556,-107.2102778,"26.07305556,-107.2102778"
TOHAYANA,26.17039,-107.6956342,"26.17039,-107.6956342"
BARBECHITOS,26.4125,-107.0238889,"26.4125,-107.0238889"
TURUACHI,26.13138889,-106.7041667,"26.13138889,-106.7041667"
LAS YERBITAS (ASERRADERO YERBITAS),26.08025333,-106.7796867,"26.08025333,-106.7796867"
GUAZAPARES,27.37138889,-108.2811111,"27.37138889,-108.2811111"
SAN MATEO TLAIXPAN,18.915,-97.73527778,"18.915,-97.73527778"
LA TAPONA (VILLA HIDALGO),22.78861111,-100.6452778,"22.78861111,-100.6452778"
AGUA DEL MEDIO,22.16388889,-100.2358333,"22.16388889,-100.2358333"
EL BAJIO LARGO DE ATASCADEROS,25.735,-106.7958333,"25.735,-106.7958333"
SAN IGNACIO DE CIENEGUILLA,26.22300361,-107.5340344,"26.22300361,-107.5340344"
OROZCO (SAN ISIDRO PASCUAL OROZCO),28.57638889,-107.4436111,"28.57638889,-107.4436111"
PACHERA,28.28333333,-107.4011111,"28.28333333,-107.4011111"
PEDERNALES,28.41083333,-107.1086111,"28.41083333,-107.1086111"
ESTACION TERRERO,28.24972222,-107.4402778,"28.24972222,-107.4402778"
TOMOCHI,28.34749944,-107.8461286,"28.34749944,-107.8461286"
CHOCACHI,28.19473806,-107.9355172,"28.19473806,-107.9355172"
IGNACIO ALLENDE (IGNACIO ZARAGOZA),29.59333333,-107.7236111,"29.59333333,-107.7236111"
PANCHO VILLA (LA MORITA),30.8025,-108.6463889,"30.8025,-108.6463889"
ESCALON,26.75166667,-104.3402778,"26.75166667,-104.3402778"
SANTA MARIA (LOPEZ),27.02222222,-105.0102778,"27.02222222,-105.0102778"
AÑO DE HIDALGO (EL CUATROCIENTOS),29.38777778,-108.0986111,"29.38777778,-108.0986111"
PRESON DE GOLONDRINAS,29.17277778,-108.0297222,"29.17277778,-108.0297222"
EL LARGO,29.68777778,-108.2725,"29.68777778,-108.2725"
OCOVIACHI,27.64305556,-108.0625,"27.64305556,-108.0625"
SANTA ROSALIA (LA MAROMA),26.68166667,-105.4563889,"26.68166667,-105.4563889"
MORELOS (MORELOS),26.67083333,-107.6775,"26.67083333,-107.6775"
SANTA ANA (MORELOS),26.765,-107.6208333,"26.765,-107.6208333"
CIENEGA PRIETA,26.41916667,-107.6175,"26.41916667,-107.6175"
LAJITAS DE PALMIRA,26.49138889,-107.8575,"26.49138889,-107.8575"
HUMARIZA,27.26166667,-106.7677778,"27.26166667,-106.7677778"
EL HUIZACHE,22.925,-100.4588889,"22.925,-100.4588889"
RANCHO MESA LOS LEALES,26.37722222,-107.7727778,"26.37722222,-107.7727778"
MESA DEL FRIJOLAR,26.30916667,-107.9108333,"26.30916667,-107.9108333"
EL PILAR,28.10638889,-108.6105556,"28.10638889,-108.6105556"
TALAYOTES,28.22888889,-108.7522222,"28.22888889,-108.7522222"
CRUCES (NAMIQUIPA),29.43333333,-107.3880556,"29.43333333,-107.3880556"
SANTA CATALINA DE VILLELA (SANTA CATARINA),29.18277778,-106.9738889,"29.18277778,-106.9738889"
EL TERRERO (NONOAVA),27.45611111,-106.6988889,"27.45611111,-106.6988889"
MELCHOR OCAMPO (OCAMPO),28.19333333,-108.3669444,"28.19333333,-108.3669444"
BASASEACHI,28.20583333,-108.2086111,"28.20583333,-108.2086111"
JESUS DEL MONTE,28.31406611,-108.3991267,"28.31406611,-108.3991267"
EL SAUCILLO,28.07666667,-108.3680556,"28.07666667,-108.3680556"
HUAJUMAR (SAN ISIDRO HUAJUMAR),28.18861111,-108.2827778,"28.18861111,-108.2827778"
AGUA CALIENTE (OCAMPO),28.02472222,-108.3905556,"28.02472222,-108.3905556"
BASOGACHI,28.01388889,-107.8908333,"28.01388889,-107.8908333"
SAN ANTONIO DEL BRAVO,30.14111111,-104.7016667,"30.14111111,-104.7016667"
VALLE DEL ROSARIO,27.31916667,-106.2958333,"27.31916667,-106.2958333"
JUAN MENDOZA,27.13638889,-106.3130556,"27.13638889,-106.3130556"
SAN JAVIER,27.20944444,-106.3533333,"27.20944444,-106.3533333"
TEPORACHI,27.83944444,-106.7888889,"27.83944444,-106.7888889"
YEPACHI,28.42194444,-108.3775,"28.42194444,-108.3775"
YEPOMERA,29.05361111,-107.8544444,"29.05361111,-107.8544444"
EL METATE,27.26659,-108.0893619,"27.26659,-108.0893619"
EL TASCATE,27.48861111,-107.8880556,"27.48861111,-107.8880556"
GUAGUEYVO,27.38444444,-107.7952778,"27.38444444,-107.7952778"
BACAGOMACHI,27.17659111,-108.2021383,"27.17659111,-108.2021383"
SEGORACHI,27.20909111,-108.1135269,"27.20909111,-108.1135269"
ARECHUYVO,27.87583333,-108.5525,"27.87583333,-108.5525"
JICAMORACHI,27.91388889,-108.3086111,"27.91388889,-108.3086111"
EL REFUGIO,25.43194444,-103.1725,"25.43194444,-103.1725"
SANTA RITA (ARTEAGA),25.25111111,-100.5013889,"25.25111111,-100.5013889"
CONGREGACION BAJAN,26.5383425,-101.2517378,"26.5383425,-101.2517378"
FRANCISCO I. MADERO (CHAVEZ) HIDALGO,25.81694444,-103.285,"25.81694444,-103.285"
SANTA MONICA,28.20277778,-100.6272222,"28.20277778,-100.6272222"
CRISTALES,29.07888889,-101.0105556,"29.07888889,-101.0105556"
PURISIMA,29.18555556,-100.7952778,"29.18555556,-100.7952778"
DON MARTIN,27.5225,-100.6172222,"27.5225,-100.6172222"
SAN ANTONIO DEL COYOTE,25.69444444,-103.2855556,"25.69444444,-103.2855556"
GRANADA,25.64194444,-103.2669444,"25.64194444,-103.2669444"
GUADALUPE VICTORIA (MATAMOROS),25.74805556,-103.2266667,"25.74805556,-103.2266667"
PURISIMA,25.67916667,-103.3211111,"25.67916667,-103.3211111"
MORELOS CUARTERONES,28.01027778,-101.7088889,"28.01027778,-101.7088889"
ALAMOS DE MARQUEZ,28.77242222,-103.4421214,"28.77242222,-103.4421214"
SANTA ELENA UNO (SANTA ELENA),27.85300917,-102.9790272,"27.85300917,-102.9790272"
TORTUGAS (TORTUGA LA),25.86055556,-101.2758333,"25.86055556,-101.2758333"
SAN ANTONIO DE LAS HIGUERAS,27.3725,-101.7302778,"27.3725,-101.7302778"
CONCORDIA (LA ROSITA),25.77638889,-103.115,"25.77638889,-103.115"
LA FE,25.84611111,-103.2005556,"25.84611111,-103.2005556"
EL NILO,25.73305556,-102.9441667,"25.73305556,-102.9441667"
SAN MIGUEL (SAN PEDRO),25.69805556,-102.9502778,"25.69805556,-102.9502778"
SAN ISIDRO (PARRAS),25.54688528,-102.4444297,"25.54688528,-102.4444297"
VEINTIOCHO DE AGOSTO,25.64416667,-102.1119444,"25.64416667,-102.1119444"
EL MORAL,28.89055556,-100.6275,"28.89055556,-100.6275"
SAN ANTONIO DE ENCINAS,25.64836167,-101.1250431,"25.64836167,-101.1250431"
OJO CALIENTE DE LOS RAMOS (OJO,25.62083333,-100.8375,"25.62083333,-100.8375"
REATA LA,26.12666667,-101.0752778,"26.12666667,-101.0752778"
NUEVO MUNDO,25.94805556,-103.1883333,"25.94805556,-103.1883333"
PROVIDENCIA (SIERRA MOJADA),27.08496389,-103.4992939,"27.08496389,-103.4992939"
BOQUILLA DE LAS PERLAS,25.33,-103.2883333,"25.33,-103.2883333"
BUENAVISTA (VIESCA),25.42277778,-103.1019444,"25.42277778,-103.1019444"
EL REMOLINO (ZARAGOZA),28.75666667,-101.0816667,"28.75666667,-101.0816667"
BENJAMIN ARANDA (SAN RAFAEL),24.32055556,-104.7686111,"24.32055556,-104.7686111"
SAN JOSE DE CARRANZA,27.83777778,-103.5611111,"27.83777778,-103.5611111"
BARREAL DE GUADALUPE,25.00055556,-103.2458333,"25.00055556,-103.2458333"
LA PAZ,25.59444444,-103.3575,"25.59444444,-103.3575"
SANTA FE (TORREON),25.56583333,-103.3327778,"25.56583333,-103.3327778"
VIESCA,25.3425,-102.8066667,"25.3425,-102.8066667"
GABINO VAZQUEZ (SAN LUIS),25.48305556,-103.0641667,"25.48305556,-103.0641667"
GILITA,25.3925,-103.2002778,"25.3925,-103.2002778"
EL ESFUERZO SECTOR OCHO (EL PUERTO),25.29111111,-103.2369444,"25.29111111,-103.2369444"
LA LUZ (VILLA UNION),28.15944444,-100.7458333,"28.15944444,-100.7458333"
DONATO GUERRA,24.615,-104.6386111,"24.615,-104.6386111"
JOSE CRUZ GALVEZ (CAÑAS),24.76305556,-104.7627778,"24.76305556,-104.7627778"
MAYMORITA,24.52277778,-105.1975,"24.52277778,-105.1975"
EL PROGRESO (LOS PINOS),24.6375,-104.8375,"24.6375,-104.8375"
RICARDO FLORES MAGON (CANATLAN),24.46138889,-104.5302778,"24.46138889,-104.5302778"
LA SOLEDAD (CANATLAN),24.76055556,-104.9288889,"24.76055556,-104.9288889"
LA YERBABUENA (CANELAS),25.1175,-106.5369444,"25.1175,-106.5369444"
VIZCAINO,25.08888889,-104.7752778,"25.08888889,-104.7752778"
LAS AMERICAS,25.13694444,-104.9861111,"25.13694444,-104.9861111"
CUAUHTEMOC (CUENCAME),24.29,-103.8105556,"24.29,-103.8105556"
12 DE DICIEMBRE (SOMBRERETILLO),24.70833333,-103.5736111,"24.70833333,-103.5736111"
COLONIA ORIENTE,24.56279472,-103.8436358,"24.56279472,-103.8436358"
PASAJE,24.92722222,-103.8058333,"24.92722222,-103.8058333"
VENUSTIANO CARRANZA (ALTAMIRANO),16.66944444,-91.81722222,"16.66944444,-91.81722222"
EL  CIPRES,24.02277778,-104.6544444,"24.02277778,-104.6544444"
BANDERAS DEL AGUILA,23.92583333,-105.3397222,"23.92583333,-105.3397222"
EL ENCINAL,23.71777778,-105.0358333,"23.71777778,-105.0358333"
GENERAL CARLOS REAL,24.28277778,-104.4522222,"24.28277778,-104.4522222"
IGNACIO ZARAGOZA (DURANGO),24.37111111,-105.1486111,"24.37111111,-105.1486111"
JESUS GONZALEZ ORTEGA (PERICOS),24.17361111,-105.0538889,"24.17361111,-105.0538889"
JUAN B. CEBALLOS,24.20722222,-104.6661111,"24.20722222,-104.6661111"
SANTIAGO BAYACORA,23.89527778,-104.6147222,"23.89527778,-104.6147222"
VILLA MONTEMORELOS,23.99194444,-104.4805556,"23.99194444,-104.4805556"
JOSE ISABEL ROBLES,24.6425,-103.2933333,"24.6425,-103.2933333"
ORIENTE AGUANAVAL,24.90027778,-103.2361111,"24.90027778,-103.2361111"
SAN ANTONIO DE ZARAGOZA,25.18333333,-103.4147222,"25.18333333,-103.4147222"
SAN JOSE DE REYES,24.44055556,-103.1311111,"24.44055556,-103.1311111"
ARCINAS,25.77611111,-103.4072222,"25.77611111,-103.4072222"
ANTONIO AMARO (SAUCILLO),24.27555556,-104.0186111,"24.27555556,-104.0186111"
JOSE MARIA PINO SUAREZ (PROVIDENCIA),24.38861111,-104.0711111,"24.38861111,-104.0711111"
JOSE MARIA MORELOS (GUANACEVI),25.7225,-105.8086111,"25.7225,-105.8086111"
POSTA DE JIHUITES,25.73305556,-105.6011111,"25.73305556,-105.6011111"
LA ROSILLA,26.12916667,-106.3322222,"26.12916667,-106.3322222"
EL SALITRE,25.84885722,-106.0634417,"25.84885722,-106.0634417"
EL ZAPE,25.7725,-105.7886111,"25.7725,-105.7886111"
CENDRADILLAS,26.28333333,-106.0097222,"26.28333333,-106.0097222"
SAN FRANCISCO DE LOS CANO,25.83638889,-106.4830556,"25.83638889,-106.4830556"
POTRERO DEL LLANO (BOQUILLA DEL MUERTO),26.10277778,-105.2027778,"26.10277778,-105.2027778"
LA GUACAMAYITA,23.3325,-104.7122222,"23.3325,-104.7122222"
LAGUNA DEL CHIVO,23.14694444,-104.2627778,"23.14694444,-104.2627778"
BENJAMIN URIAS (SAN ANDRES),26.20722222,-105.0758333,"26.20722222,-105.0758333"
LA ZARCA,25.83444444,-104.7422222,"25.83444444,-104.7422222"
LLANO GRANDE (MEZQUITAL),22.86444444,-104.525,"22.86444444,-104.525"
SAN ANTONIO DE PADUA,22.550141,-104.503453,"22.550141,-104.503453"
CANOITAS (CANOAS DOS),22.61388889,-104.2969444,"22.61388889,-104.2969444"
SAN PEDRO DE XICORA,22.70361111,-104.6144444,"22.70361111,-104.6144444"
SANTIAGO TENERACA,23.08166,-104.757621,"23.08166,-104.757621"
EL TRONCON,23.49194444,-104.3883333,"23.49194444,-104.3883333"
XOCONOXTLE,23.22861111,-104.4466667,"23.22861111,-104.4466667"
SAN FRANCISCO DE OCOTAN,22.88166667,-104.7294444,"22.88166667,-104.7294444"
PLATANITOS,23.14864,-104.5613617,"23.14864,-104.5613617"
MURUATA,22.73305556,-104.4627778,"22.73305556,-104.4627778"
BANCOS DE CALITIQUE,22.44527778,-104.3947222,"22.44527778,-104.3947222"
LOS GAVILANES,22.77583333,-104.2558333,"22.77583333,-104.2558333"
LA GUAJOLOTA,22.94970778,-104.6336597,"22.94970778,-104.6336597"
BENITO JUAREZ (NAZAS),25.19333333,-104.2058333,"25.19333333,-104.2058333"
SANTA BARBARA,25.24388889,-104.1291667,"25.24388889,-104.1291667"
AMADO NERVO (NOMBRE DE DIOS),23.84361111,-104.1855556,"23.84361111,-104.1855556"
POBLADO DE PEÑA (PEÑA),25.56777778,-105.4436111,"25.56777778,-105.4436111"
POTRERO DE CAMPA,25.39444444,-105.3069444,"25.39444444,-105.3069444"
LA GAVIA (VILLA JUAREZ),22.24833333,-100.1761111,"22.24833333,-100.1761111"
EL NARANJAL (LA CEIBA),21.38805556,-98.93333333,"21.38805556,-98.93333333"
LA CONSTANCIA,23.91611111,-104.2658333,"23.91611111,-104.2658333"
EMILIO PORTES GIL (NOMBRE DE DIOS),23.89472222,-104.1402778,"23.89472222,-104.1402778"
SANTA CRUZ DE GUADALUPE,23.85166667,-104.1780556,"23.85166667,-104.1780556"
CANUTILLO,26.37888889,-105.3727778,"26.37888889,-105.3727778"
SANTA CRUZ DE TEPEHUANES (EL PUEBLO CHILERO),25.86194444,-105.3919444,"25.86194444,-105.3919444"
SAN PEDRO DE AZAFRANES,24.73611111,-106.1019444,"24.73611111,-106.1019444"
FRANCISCO JAVIER MINA (CORRALEJO),24.4925,-104.485,"24.4925,-104.485"
GENERAL IGNACIO ZARAGOZA,24.48583333,-104.3313889,"24.48583333,-104.3313889"
ADOLFO LOPEZ MATEOS (AGUINALDO),24.54416667,-104.4888889,"24.54416667,-104.4888889"
SAN ATENOGENES (LA VILLITA),23.99055556,-104.0172222,"23.99055556,-104.0172222"
LA OCHOA,24.01944444,-103.9216667,"24.01944444,-103.9216667"
EL BRILLANTE,23.77833333,-105.3602778,"23.77833333,-105.3602778"
SAN FRANCISCO DE LOS REMEDIOS (LAS PINTAS),26.36777778,-106.2005556,"26.36777778,-106.2005556"
GENERAL JESUS AGUSTIN CASTRO (INDEPENDENCIA),24.60611111,-103.9255556,"24.60611111,-103.9255556"
IGNACIO ZARAGOZA (SAN PABLO),24.91305556,-104.2172222,"24.91305556,-104.2172222"
NUEVO COVADONGA,24.90944444,-104.0780556,"24.90944444,-104.0780556"
AGUA CALIENTE (PUEBLO NUEVO),23.28916667,-105.3336111,"23.28916667,-105.3336111"
LAS CEBOLLAS (PUEBLO NUEVO),23.36777778,-104.845,"23.36777778,-104.845"
SAN FRANCISCO (PUEBLO NUEVO),23.11833333,-105.1019444,"23.11833333,-105.1019444"
LOS NARANJOS,23.36166667,-105.4927778,"23.36166667,-105.4927778"
LA PEÑA (PUEBLO NUEVO),23.56722222,-105.3719444,"23.56722222,-105.3719444"
SAN BERNARDINO DE MILPILLAS CHICO,23.3825,-105.1513889,"23.3825,-105.1513889"
LA CUMBRE,23.25055556,-105.2033333,"23.25055556,-105.2033333"
CORRALITOS,23.42416667,-105.3772222,"23.42416667,-105.3772222"
CHAVARRIA NUEVO,23.64833333,-105.5927778,"23.64833333,-105.5927778"
GAVILANES (SAN DIMAS),24.21972222,-105.7363889,"24.21972222,-105.7363889"
SAN LUIS DE VILLA CORONA,24.09527778,-105.6608333,"24.09527778,-105.6608333"
VERACRUZ DE LA SIERRA (EL PUEBLO),24.49722222,-105.5594444,"24.49722222,-105.5594444"
RIO DE MIRAVALLES,24.2975,-105.5522222,"24.2975,-105.5522222"
HUACHIMETAS DE ABAJO,24.44638139,-106.1119953,"24.44638139,-106.1119953"
SANTA CRUZ DEL OREGANO (EL OREGANO),24.46833333,-102.715,"24.46833333,-102.715"
VICENTE GUERRERO (SIETE ZACATES),24.54,-102.6288889,"24.54,-102.6288889"
SYMON (ESTACION SYMON),24.73280917,-102.6650183,"24.73280917,-102.6650183"
JOSE MARIA PATONI (MENORES DE ARRIBA),24.87833333,-104.4469444,"24.87833333,-104.4469444"
SAN ANTONIO DE LA LAGUNA,24.38055556,-103.4386111,"24.38055556,-103.4386111"
GARAME DE ABAJO,25.02916667,-105.4625,"25.02916667,-105.4625"
SOMBRA CARRIZAL,17.2975,-92.74666667,"17.2975,-92.74666667"
SAN JUAN DE LAS BOQUILLAS,25.375,-104.1675,"25.375,-104.1675"
EL CASCO,25.54777778,-104.5841667,"25.54777778,-104.5841667"
DIEZ DE ABRIL,24.55583333,-103.4802778,"24.55583333,-103.4802778"
SAN MARCOS (24 DE FEBRERO),24.29638889,-103.5430556,"24.29638889,-103.5430556"
LOS ALTARES,24.99888889,-105.8961111,"24.99888889,-105.8961111"
ATOTONILCO (SANTIAGO PAPASQUIARO),25.16472222,-105.4452778,"25.16472222,-105.4452778"
LOS HERRERA,25.16194444,-105.5030556,"25.16194444,-105.5030556"
LA PALESTINA,25.05361111,-105.1736111,"25.05361111,-105.1736111"
SAN JUAN DE CAMARONES,24.9275,-106.4119444,"24.9275,-106.4119444"
SAN MIGUEL DEL CANTIL,24.94442694,-106.2592403,"24.94442694,-106.2592403"
SAN JUAN DE MICHIS,23.43611111,-104.1344444,"23.43611111,-104.1344444"
SAN MIGUEL DE LA MICHILIA,23.59305556,-104.0633333,"23.59305556,-104.0633333"
AMACULI,24.61361111,-106.6013889,"24.61361111,-106.6013889"
CHACALA,24.81166667,-106.7386111,"24.81166667,-106.7386111"
LOS REMEDIOS (TAMAZULA),24.61916667,-106.4058333,"24.61916667,-106.4058333"
EL LIMON DE COPALQUIN,25.49222222,-107.1155556,"25.49222222,-107.1155556"
SAN JOSE DE VIBORILLAS,24.45804694,-106.2322756,"24.45804694,-106.2322756"
LAS JUNTAS DE TABAHUETO,25.275525,-107.0906558,"25.275525,-107.0906558"
AQUILES SERDAN (MAZATAN),14.94027778,-92.515,"14.94027778,-92.515"
SAN JOSE EL HUAYATE (BARRA DE SAN JOSE),14.91944444,-92.62333333,"14.91944444,-92.62333333"
METAPA DE DOMINGUEZ,14.83611111,-92.19111111,"14.83611111,-92.19111111"
CHIMHUCUM,16.89,-92.53138889,"16.89,-92.53138889"
NOMBRE DE DIOS,25.97721889,-103.6561936,"25.97721889,-103.6561936"
SAN FRANCISCO JAVIER,23.72638889,-104.0338889,"23.72638889,-104.0338889"
LA MAGDALENA (NUEVO IDEAL),24.88805556,-105.0738889,"24.88805556,-105.0738889"
BENITO JUAREZ (JUAREZ DE ABAJO),25.05944444,-105.1133333,"25.05944444,-105.1133333"
ESFUERZOS UNIDOS,24.82166667,-104.9902778,"24.82166667,-104.9902778"
LIBERTADORES DEL LLANO (SANTA SOFIA),24.81166667,-104.8877778,"24.81166667,-104.8877778"
SAN JOSE DE MORILLITOS (LA PERLA),24.9525,-104.8797222,"24.9525,-104.8797222"
EL PARAISO,16.930744,-99.00216,"16.930744,-99.00216"
GRANJENAL,22.39277778,-100.0663889,"22.39277778,-100.0663889"
SAN JOSE DE LAS CORRIENTES,23.77472222,-103.8469444,"23.77472222,-103.8469444"
NUEVA CUADRILLA,18.0475,-101.525,"18.0475,-101.525"
SAN MARCOS,17.15694444,-98.55583333,"17.15694444,-98.55583333"
